Company,Industry,Review Title,Review Text,Rating,Date,Review_ID,Reviewer,Sentiment,Review_Length,Sentiment_Score,Clean_Text,Word_Count,Character_Count
Canva,Software,Canva is terrible,It was hard and terrible,1,"August 8, 2026",6a787467891a3f7b47e7af70,Jordyn,Negative,24,-1,hard terrible,2,13
Canva,Software,Very accommodating,"Very accommodating, and solved my problem.",5,"August 8, 2026",6a786ea52bdd954e80a8441b,Fran,Positive,42,1,accommodating solved problem,3,28
Canva,Software,A bit useless now,A bit useless now - I find that AI does most of this quicker and to a higher standard than I am able myself. Not worth the money.,2,"August 9, 2026",6a785cfcd72fd6bceab610ed,Scott Sheldon,Negative,129,-1,bit useless find ai quicker higher standard able not worth money,11,64
Canva,Software,I like the templates and it is very…,I like the templates and it is very easy to use.,5,"July 29, 2026",6a782d65e6976379b2c96488,Anonymous,Positive,48,1,like templates easy use,4,23
Canva,Software,When you do a template for video it is…,When you do a template for video it is so hard to be able to do more than one slide. I don't like it. They should make it easier to not use a template and easier to use one. Other than that's its pretty good!,4,"August 8, 2026",6a77f2706ba8a4ee4b44779f,Rc,Positive,208,1,template video hard able one slide don't like make easier not use template easier use one that's pretty good,19,108
Canva,Software,It is very innovative and I enjoy doing…,It is very innovative and I enjoy doing work here.,5,"August 9, 2026",6a77eec8cfe1973961f89267,Master,Positive,50,1,innovative enjoy work,3,21
Canva,Software,The shirt fits like a small,"The shirt fits like a small, not a medium",3,"August 8, 2026",6a77d549095c54936a0caa8e,tia simoni,Neutral,41,0,shirt fits like small not medium,6,32
Canva,Software,My first time using Canva,"My first time using Canva. Unbelievable software and production capabilities. Project start and completion time cut in half. This was the most professional looking project I have had.
Greg in CA",5,"July 20, 2026",6a77ce993b0db63090c3ab19,Gregtremo,Positive,194,1,first time using canva unbelievable software production capabilities project start completion time cut half professional looking project greg ca,19,144
Canva,Software,Create Great With Ease,Canva made it easy for me to build a custom presentation. With plenty of free customizable features and templates to get the job done with flare! I found the experience to be painless and the creative flexibility to be enjoyable. I especially liked the animation effects!,5,"August 8, 2026",6a77b540e7521f442d36828a,JJ,Positive,271,1,canva made easy build custom presentation plenty free customizable features templates get job done flare found experience painless creative flexibility enjoyable especially liked animation effects,25,196
Canva,Software,Everything has changed on canvas,"Everything has changed on canvas, there is no help area and the AI just tries to change my images. Not what I wanted.",1,"August 7, 2026",6a77b08a87056b2088afb95b,Matina Rose,Negative,117,-1,everything changed canvas no help area ai tries change images not wanted,12,72
Canva,Software,***** Five Gold Stars,***** Five Gold Stars,5,"August 8, 2026",6a77a5bec320cd9c7efb55d9,Alexander,Positive,21,1,five gold stars,3,15
Canva,Software,Wanted a simple frame for my picture,Wanted a simple frame for my picture. Took a while with no result; gave up.,2,"August 8, 2026",6a778c22c2361bed5b18c999,JB,Negative,75,-1,wanted simple frame picture took no result gave,8,47
Canva,Software,I don’t appreciate that no notice is…,I don’t appreciate that no notice is given before you are charged every month. Canceling was not easy. Would not recommend for short term use.,1,"August 8, 2026",6a77740a5b9abcb10d7f1e30,Dare,Negative,142,-1,appreciate no notice given charged every month canceling not easy would not recommend short term use,16,100
Canva,Software,Lots of interesting fonts,Lots of interesting fonts. Helpful grammer corrections.,5,"August 6, 2026",6a7766bbd4a5c3e25454a59e,Aven,Positive,55,1,lots interesting fonts helpful grammer corrections,6,50
Canva,Software,I love all the different elements that…,"I love all the different elements that you can add and all the different fonts, but I wish that without Canva pro you could make custom sized presentations. I make banners, and that would be very useful.",4,"August 6, 2026",6a7751612026a6174e1f2df6,grace,Positive,203,1,love different elements add different fonts wish without canva pro could make custom sized presentations make banners would useful,19,130
Canva,Software,Editing struggles,While the design elements and printing is fast it's a struggle to edit or modify a design.,3,"August 8, 2026",6a7749c0f2f440f0d9d0f9d1,Glorious,Neutral,90,0,design elements printing fast struggle edit modify design,8,57
Canva,Software,Fourth time was (not) the charm,"This is the fourth time I submitted the documents and I finally received a clear (negative) response.
The first time I sent some documents and they rejected me on the grounds that I did not have an online presence (did not have a website) even though I had Social media and the website was in the works.
After I finalised the website, I applied again and they asked me to provide clarification as a reply to a non-responsive email (I received back the answer that the mail is not monitored). After a while, I got the response that my application was rejected due to non-response. After that rejection email, I received another email with clarification on the legal representative. After my response to that email, i did not receive any answer and also no way to respond
After a while, I have applied again. This time i got the reply email that my application was rejected due to filing it in the wrong category (I filed it unde NGO category).
Finally, I ased their personalised AI to help me get clarification and it found me some email address from which I got some clarification that (through another AI, not a human), actually, I got rejected because, I the documents, even though the organisation was an NGO, it was not a CHARITY NGO. I dont know what a charity NGO does because we provide free training courses to our target group with the help of our sponsors.
I decided to quit and to use CLAUDE and GEMINI NOTEBOOK to develop our materials and brand kit",1,"August 6, 2026",6a773ddcf7b1b40f8789f086,asociatiaasterx,Negative,1461,-1,fourth time submitted documents finally received clear negative response first time sent documents rejected grounds not online presence not website even though social media website works finalised website applied asked provide clarification reply non responsive email received back answer mail not monitored got response application rejected due non response rejection email received another email clarification legal representative response email not receive answer also no way respond applied time got reply email application rejected due filing wrong category filed unde ngo category finally ased personalised ai help get clarification found email address got clarification another ai not human actually got rejected documents even though organisation ngo not charity ngo dont know charity ngo provide free training courses target group help sponsors decided quit use claude gemini notebook develop materials brand kit,130,921
Canva,Software,great,great！very perfect communication.,5,"August 7, 2026",6a771519148eb2e1402601fb,Haixia Jiang,Positive,33,1,great perfect communication,3,27
Canva,Software,Thank you for Jian🌷 so professional,"Thank you for Jian🌷 so professional. So kind. Love Canva,love its support .",5,"August 3, 2026",6a770ef59c9bc78fa5fbab5c,Avigo Pro,Positive,75,1,thank jian professional kind love canva love support,8,52
Canva,Software,Removed professional look from pro,"they've lost my trust by removing valuable benefits from the PRO plan to get more money for a Business level that has features that a one person business has no use for. Their huge brand in the center of a QR code looks so tacky and unprofessional I would never use it for a client.

If they diminish other features that made doing business easier and professional looking without being forced to brand them, I will be finding an alternative company to work with.",1,"August 6, 2026",6a767c09f274c11e86f3a29f,Renee Ventrice,Negative,463,-1,lost trust removing valuable benefits pro plan get money business level features one person business no use huge brand center qr code looks tacky unprofessional would never use client diminish features made business easier professional looking without forced brand finding alternative company work,43,297
Canva,Software,The follow-through was courteous and professional,"I was billed twice in error. When I explained the issue to Canva, they checked their files, asked for more documentation, and within a day, refunded the extra billing.
They stayed with me and saw the issue through, courteously and professionally.",5,"August 5, 2026",6a767412ea2840ef633919fc,Linda Hawes,Positive,246,1,billed twice error explained issue canva checked files asked documentation within day refunded extra billing stayed saw issue courteously professionally,20,152
Canva,Software,Canva limitations for students,"We have a school version of Canva and it seems to me that there are limitations unless it's because I'm not using the system correctly. I watch tutorials that say I can do this or that but when I try I'm breaking my brain to get it done. For example, I put a graphic map on one of my slides and I want to write inside the boxes/bubbles.Everything say go to textbox or hit letter T but neither option does anything.",4,"July 31, 2026",6a762e2e73d34b22fe87195c,Jenette,Positive,414,1,school version canva seems limitations unless not using system correctly watch tutorials say try breaking brain get done example put graphic map one slides want write inside boxes bubbles everything say go textbox hit letter neither option anything,38,248
Canva,Software,It’s a great place for creation,A lot of useful elements! AMAZING,5,"August 7, 2026",6a7626abff7b340f3cc99240,Victoria,Positive,33,1,lot useful elements amazing,4,27
Canva,Software,The personal are helpful and canva is…,The personal are helpful and canva is really well to use because you have more exemple to choose when you are at work for school presentation or anything else. And I will give it a good 4 of 5,4,"August 5, 2026",6a761d95eda9f5c08e6fb1ee,assia.maadourigmail.com,Positive,192,1,personal helpful canva really well use exemple choose work school presentation anything else give good 4 5,17,106
Canva,Software,Outstanding Customer Service,"I had a wonderful experience with Canva Support. A huge thank you to Ivy Mary Mae and Grace Marie for their kindness, patience, and professionalism. They took the time to carefully review my case and account activity, and they were able to resolve my concern by processing a full refund. I truly appreciate their understanding and excellent customer service. Thank you, Canva, for having such an amazing support team!",5,"August 5, 2026",6a760531c8e3bb924c1a1806,Kaye Buagas,Positive,417,1,wonderful experience canva support huge thank ivy mary mae grace marie kindness patience professionalism took time carefully review case account activity able resolve concern processing full refund truly appreciate understanding excellent customer service thank canva amazing support team,38,288
Canva,Software,Horrible in that that keep charging my…,"Horrible in that that keep charging my account way past when I cancelled. Trying to get a refund is practically impossible due to lousy chat bots that have no authority to refund your money, and lousy customer support that is basically non-existent. Buyer beware of Canva!",1,"August 7, 2026",6a7603f93288a2e956d1299b,Darlene,Negative,272,-1,horrible keep charging account way past cancelled trying get refund practically impossible due lousy chat bots no authority refund money lousy customer support basically non existent buyer beware canva,29,201
Canva,Software,Fun and useful!,Canva is fun and useful!,5,"August 6, 2026",6a7600bcb12b848764db9ded,TAD THOMAS,Positive,24,1,canva fun useful,3,16
Canva,Software,i dont like that u have to buy so many…,i dont like that u have to buy so many templates.,3,"August 6, 2026",6a75ec5dc42580ed5457733e,Dakota,Neutral,49,0,dont like u buy many templates,6,30
Canva,Software,I love how easy it is to use this app,I love how easy it is to use this app. The design is simple and allows you to import your own pictures. I use this for my song album covers and so much more!,5,"August 6, 2026",6a75e68970236fc325641a99,EchoCore,Positive,157,1,love easy use app design simple allows import pictures use song album covers much,14,81
Canva,Software,Unreliable,"Unreliable! I pay for this platform and they have two fundamental problems: 1. they often change usability, things move, change, get deleted and 2. Outages!! Their servers cannot cope. I often have issues with uploading, continuous circle trying to upload and getting no-where. It could be a brilliant tool, but the unreliability makes it difficult. Suggest Adobe Express, never an issue",1,"August 7, 2026",6a75ab265fc7f11a9472df21,K Dunn,Negative,387,-1,unreliable pay platform two fundamental problems 1 often change usability things move change get deleted 2 outages servers cannot cope often issues uploading continuous circle trying upload getting no could brilliant tool unreliability makes difficult suggest adobe express never issue,40,285
Canva,Software,Good,It helped me with work,5,"June 11, 2026",6a7586feabb40c19b2efc19f,Humans vs ai,Positive,22,1,helped work,2,11
Canva,Software,I have had a horrible experience with…,I have had a horrible experience with this company I had tried to cancel my membership many times with unsuccessful attempts this has continued and the company has not been able to resolve or provide a valid reason for me not getting a refund,1,"August 6, 2026",6a75784c8e4525e7bc038b56,Jorge,Negative,242,-1,horrible experience company tried cancel membership many times unsuccessful attempts continued company not able resolve provide valid reason not getting refund,21,159
Canva,Software,Super easy and fun,"So many things to choose from, definitely one of my top apps. LOVE IT. has helped me so much throughout these years. Although it definitely is harder without pro. really easy to learn!",5,"August 6, 2026",6a7567fa7104674f492f2faa,Sofia,Positive,184,1,many things choose definitely one top apps love helped much throughout years although definitely harder without pro really easy learn,20,133
Canva,Software,I started using Canva as an addition to…,"I started using Canva as an addition to CapCut. I like the fact that Canva is good for anyone who is new to video and image creation. I would recommend it for anyone that is just starting out , because it is pretty easy to use and navigate around in. There is also tutorials that help you navigate through the different products.",4,"August 6, 2026",6a755be48883e7083c206314,jbdgmail.com,Positive,329,1,started using canva addition capcut like fact canva good anyone new video image creation would recommend anyone starting pretty easy use navigate around also tutorials help navigate different products,29,200
Canva,Software,It's so good,It's so good,5,"August 7, 2026",6a7553af37d60d3b34173040,Wayasur,Positive,12,1,good,1,4
Canva,Software,Canva jumped right into action to…,Canva jumped right into action to retrieve my projects. Their customer service was amazing!,5,"August 4, 2026",6a74fe263a1f82dc8a2df746,Wendy Walter,Positive,91,1,canva jumped right action retrieve projects customer service amazing,9,68
Canva,Software,The program is very excellent and easy…,The program is very excellent and easy to deal with. It does not require any experience. It can be reached for any design and the desire for design to be easy and flexible in dealing with.,5,"August 7, 2026",6a74fd8205026478025940f0,Maryam Bas,Positive,188,1,program excellent easy deal not require experience reached design desire design easy flexible dealing,14,101
Canva,Software,I had a great experience with Canva’s…,"I had a great experience with Canva’s support team. They made sure I got my account back with no hassle at all, and the entire process was smooth and stress-free. I was accommodated very nicely, and the support representative was friendly, responsive, and professional throughout. I really appreciate how quickly they resolved my issue and made the experience so easy. Thank you for the excellent customer service!",5,"August 5, 2026",6a74ddbb27cb0a5dcd7725c0,delgadodanayagmail.com,Positive,414,1,great experience canva support team made sure got account back no hassle entire process smooth stress free accommodated nicely support representative friendly responsive professional throughout really appreciate quickly resolved issue made experience easy thank excellent customer service,37,288
Canva,Software,I 🩷 using canva!,It is really fun to use and is helpful for any type of ideas or projects.,5,"August 6, 2026",6a74d61ebfa5fe9498ffc30b,Liyah,Positive,73,1,really fun use helpful type ideas projects,7,42
Canva,Software,Associate Professor,I like the experience.,5,"August 6, 2026",6a74d57bdbfd75cb3bd1b0f5,Xingwen,Positive,22,1,like experience,2,15
Canva,Software,Easy to Design and video editing…,"Easy to Design and video editing anybody
Professional,unprofessionals can use
Paid version can like adobe premium
Thats can use easy
So mamy template, sample audios, instruments, many style of text",5,"August 6, 2026",6a74b41f931096cad65747f4,Radhapaladi,Positive,197,1,easy design video editing anybody professional unprofessionals use paid version like adobe premium thats use easy mamy template sample audios instruments many style text,24,169
Canva,Software,wouldn't let me activate my student…,wouldn't let me activate my student account,1,"August 6, 2026",6a74aaad8b8b1b115603bf96,jd,Negative,43,-1,wouldn't let activate student account,5,37
Canva,Software,Canva for life sia,Canva should be free to everyone and everyone should be able to use everything,3,"July 30, 2026",6a74aa74c5f7a0708bd090dd,Sia,Neutral,78,0,canva free everyone everyone able use everything,7,48
Canva,Software,Gave me all the tools I need for school use graphics.…,Gave me all the tools I need for school flyers and my pitch decks.,5,"August 6, 2026",6a74a4a1a537db9ce2335c64,Johlynn,Positive,66,1,gave tools need school flyers pitch decks,7,41
Canva,Software,Sorry,Sorry - it takes me a long time to understand anything new with computers. today will be my 3rd class I hope I understand a little more the women teaching the class are wonderful but I need someone to actually sit with me and work with me alone I am trying very hard to try to understand it but I don't even know how to download anything right now this is not working for me,1,"August 6, 2026",6a74a201964d02b23c3ffdff,Stgensoptonline.net,Negative,374,-1,sorry takes long time understand anything new computers today 3rd class hope understand little women teaching class wonderful need someone actually sit work alone trying hard try understand don't even know download anything right not working,36,241
Canva,Software,"Really cool, and I like it.","I really like using canva for my random ideas. It's really creative. I kinda do wish that more of it was free and wouldn't say I needed to pay for premium/canva business. Otherwise I really like it, and no complaints other that.",4,"August 3, 2026",6a749aea541df2b54088c428,Lillith_cotara,Positive,228,1,really like using canva random ideas really creative kinda wish free wouldn't say needed pay premium canva business otherwise really like no complaints,23,151
Canva,Software,Super kind,"Super kind, super patient with me and work pretty fast to resolve the issue. Thanks Stephany!!",5,"August 5, 2026",6a746e68c2cc60726bd240ed,Gabriel William,Positive,94,1,super kind super patient work pretty fast resolve issue thanks stephany,11,71
Canva,Software,The best Canva help me a lot☺️ keep up…,The best Canva help me a lot☺️ keep up the good work thank you so much and God bless who build this company and who keep on working for the this team♥️♥️,5,"August 4, 2026",6a742a59bae86815714a0d40,Susan,Positive,153,1,best canva help lot keep good work thank much god bless build company keep working team,16,87
Canva,Software,canva is so very useful sa tulad kong…,canva is so very useful sa tulad kong student and may printing business,5,"August 5, 2026",6a741ade0e274a73563f11c5,althea ocumen,Positive,71,1,canva useful sa tulad kong student may printing business,9,56
Canva,Software,love it,"it is so helpful i made tons of great stuff with canva
not sponserd",5,"August 3, 2026",6a741514035e3088fba89820,chickenbob,Positive,67,1,helpful made tons great stuff canva not sponserd,8,48
Canva,Software,AI ON CANVA IS THE WORST,THIS CANVA AI THING IS STUPID AND IT DOESNT WORK AT ALL IT IS A STUPID THING THAT DIDNT WORK AT ALL IS SO STUPID I HATE IT I HOPE IT GETS A VIRUS AND DOESNT WORK FOR EVERYONE ELSE MAYBE IF IT WOULD HAVE WORKED I WOULD ACTUALLY MIGHT HAVE GIVING IT A 2 STAR NEVER AGAIN WILL IT WORK.,1,"August 6, 2026",6a73efda094bf60dba29ef43,Percy Jacksom,Negative,282,-1,canva ai thing stupid doesnt work stupid thing didnt work stupid hate hope gets virus doesnt work everyone else maybe would worked would actually might giving 2 star never work,30,176
Canva,Software,The Canva team were amazing,The Canva team were amazing. I had a small problem after printing and they were able to rectify it so quickly and help me meet my deadline!,5,"August 5, 2026",6a73e49a70f929935382a312,Torres Wedding Films,Positive,139,1,canva team amazing small problem printing able rectify quickly help meet deadline,12,81
Canva,Software,Easy to use,"Easy to use, excellent design platform.",5,"August 5, 2026",6a73da0b8ce1e00d855a36d0,Evan C,Positive,39,1,easy use excellent design platform,5,34
Canva,Software,great customer service,"great customer service, canva policies are good but with understanding and courtesy to people. great app, will surely use again.",5,"August 4, 2026",6a73be0300c8a12e10d81d15,Nat Panaguiton,Positive,128,1,great customer service canva policies good understanding courtesy people great app surely use,13,93
Canva,Software,"It's not just about the app alone, it's also about the people behind it.....","Out of all the other support teams I have had encountered and talked to, Canva was the most hands-on, accommodating, and loveliest team. They not only catered my request to transfer account ownership from my late teacher, they never forget to send me condolences and gave me assurance every time I ask about things I had a hard time understanding. Despite having different team members updating me, every mail I received treated me with respect and kindness. They never left me hanging. They actively attended to my request and did it only in a short period of time. What I love the most is everytime I say my thanks, they always reply in a comforting tone saying that they're beyond grateful to have served me as a canva user. Once again, to every member I talked to, my heart is so full that I will never forget the kindness and customer service you all showed me. To canva, please keep them safe, treat them well, and provide them with the best salary they deserve. They're the best people you could ever have in your team. ❤️‍🩹

Very truly yours,
Lei",5,"August 4, 2026",6a73b6bb1b1dc7f0de4c0699,Lei Japsay,Positive,1054,1,support teams encountered talked canva hands accommodating loveliest team not catered request transfer account ownership late teacher never forget send condolences gave assurance every time ask things hard time understanding despite different team members updating every mail received treated respect kindness never left hanging actively attended request short period time love everytime say thanks always reply comforting tone saying beyond grateful served canva user every member talked heart full never forget kindness customer service showed canva please keep safe treat well provide best salary deserve best people could ever team truly lei,92,645
Canva,Software,"After 3 years, I still use Canva almost daily","I've been using Canva for almost three years and have found the platform stable, intutive, fast and with lots of things I can do. I've created images for printing, graphics for website development and 5 second videos I'm put together for a 30 second video. Although the text to voice has a lot to be desired, using other platform to generate the speach, uploading the files to Canva was really easy.",5,"August 6, 2026",6a73a2bf7f8156ba1a294a94,David-Graham Parker,Positive,399,1,using canva almost three years found platform stable intutive fast lots things created images printing graphics website development 5 second videos put together 30 second video although text voice lot desired using platform generate speach uploading files canva really easy,40,273
Canva,Software,Entirely non intuitive.,Entirely non intuitive.,1,"August 5, 2026",6a739f9258ac953ef4732428,B.,Negative,23,-1,entirely non intuitive,3,22
Canva,Software,"Unintended auto-renewal charge via MoMo, request for refund - Order ID: 04964-37194356","I am a student experiencing severe financial difficulty and was unexpectedly charged for a Canva Pro subscription via MoMo. I have not used any Pro tools or downloaded any designs since the charge occurred. I submitted multiple tickets and replied to the support emails requesting a manual review, but I have only received automated responses or delays. MoMo cannot process a chargeback without Canva's approval. Please escalate my case to a human support agent to review my zero account activity and process a full refund as soon as possible. My Order ID is 04964-37194356. Thank you.",1,"August 5, 2026",6a73984f44a3b5a1e963bba2,Minh Thư Hoàng,Negative,585,-1,student experiencing severe financial difficulty unexpectedly charged canva pro subscription via momo not used pro tools downloaded designs since charge occurred submitted multiple tickets replied support emails requesting manual review received automated responses delays momo cannot process chargeback without canva's approval please escalate case human support agent review zero account activity process full refund soon possible order id 04964 37194356 thank,61,462
Canva,Software,Waiting to see if the experience actually works this time,"The experience seems to have worked well and was simple and easy. However, I have used this same experience before to cancel only to be charged again months later. So it is difficult to say because an experience can seem easy but if it doesn't work, then it is meaningless. I gave it 3 stars because it is better than being both difficult AND meaningless.",3,"August 4, 2026",6a737ea80f040034953b5c17,customer,Neutral,355,0,experience seems worked well simple easy however used experience cancel charged months later difficult say experience seem easy doesn't work meaningless gave 3 stars better difficult meaningless,27,194
Canva,Software,They were so kind and patient,"They were so kind and patient, taking the time to help me understand what was wrong. They didn't take long to answer, and I really appreciate their teamwork.",5,"August 4, 2026",6a737c9abe595d571e686149,Kaylia_unique,Positive,157,1,kind patient taking time help understand wrong didn't take long answer really appreciate teamwork,14,97
Canva,Software,New to the system and still learning.,New to the system and still learning.,5,"August 1, 2026",6a737663f479467827958f8c,Donna,Positive,37,1,new system still learning,4,25
Canva,Software,Canva is awesome!,Canva is awesome! It is super user friendly,5,"August 4, 2026",6a73664bf05b6ed7e1c93d3e,JJ,Positive,43,1,canva awesome super user friendly,5,33
Canva,Software,Quick response to questions,"Quick response to questions.

How long can I keep “free canva”.",5,"August 5, 2026",6a736515ba05621c7190aae6,Ron Krentz,Positive,63,1,quick response questions long keep free canva,7,45
Canva,Software,love the platform,"love the platform, i use it for my job on a daily basis it makes life so muhc easier as i need help with elemts in design and i am far from a desinger.",5,"August 4, 2026",6a733ac4ed9a933f4ec75029,lyr jacobs,Positive,151,1,love platform use job daily basis makes life muhc easier need help elemts design far desinger,16,93
Canva,Software,I am thus far grateful and appreciative…,"I am thus far grateful and appreciative of the communication with the team. However, the issue has yet to be resolved (the last team member said they are working on the case) and I am thus confused as to why I am getting an evaluation survey with a still open case….",4,"August 4, 2026",6a72a32216e19d741c716abc,pericoatl,Positive,266,1,thus far grateful appreciative communication team however issue yet resolved last team member said working case thus confused getting evaluation survey still open case,24,167
Canva,Software,Excellent customer service!,"My print arrived damaged. Customer support IMMEDIATELY processed a new print and provided a delivery date. The date was too close to the wedding that the print was for so I asked for faster delivery. Again, customer support IMMEDIATELY stopped the processing and created a new order with expedited shipping. I received the new print in perfect condition and with plenty of time to spare. I couldn’t be happier!",5,"July 31, 2026",6a721be107bf4968e572350b,Kim LeDuke,Positive,410,1,print arrived damaged customer support immediately processed new print provided delivery date date close wedding print asked faster delivery customer support immediately stopped processing created new order expedited shipping received new print perfect condition plenty time spare happier,38,288
Canva,Software,Best site for my animations,"I've tried a few sources to create a animated video and have found Canva to be the best. I only wish I could afford to pay for it, but I only animate for fun, so I'll take my couple freebies on the free account.",5,"August 4, 2026",6a721390eef34c1d792af7c9,Mary,Positive,211,1,tried sources create animated video found canva best wish could afford pay animate fun take couple freebies free account,19,120
Canva,Software,Helped me with my issue & also…,Helped me with my issue & also responded fast after i contacted them with my issue I had. I will be recommending this app for everything!,5,"August 3, 2026",6a72138550ffe8793ccd2e02,Carmelia perez,Positive,137,1,helped issue also responded fast contacted issue recommending app everything,10,76
Canva,Software,Easy to design and print,"Easy to design and print! Reasonably priced. And when we had an issue, customer service was super helpful and solved it very quickly.",5,"July 28, 2026",6a72119713b22c511a3d722d,Stefanie Kroll,Positive,133,1,easy design print reasonably priced issue customer service super helpful solved quickly,12,87
Canva,Software,I had a great experience with Canva…,"I had a great experience with Canva Support. They responded to my refund request very quickly and handled my concern professionally. The process was smooth, and they clearly explained everything, making it easy to understand. I truly appreciate how fast and successful they were in resolving my issue. Thank you for the excellent customer service and for valuing your users.",5,"August 3, 2026",6a71f4ac99c5d2bd715808bf,Mark Anthony Gonjoran,Positive,374,1,great experience canva support responded refund request quickly handled concern professionally process smooth clearly explained everything making easy understand truly appreciate fast successful resolving issue thank excellent customer service valuing users,31,257
Canva,Software,Very nice app,"Very nice app, I am using it to create for our church page on Facebook",5,"August 4, 2026",6a71eb2361417dc71590a802,JOHN VANDYK,Positive,70,1,nice app using create church page facebook,7,42
Canva,Software,Really Easy,"Really Easy, best designing option!",5,"August 3, 2026",6a71d8d9367d6a889979ef4e,Nolan,Positive,35,1,really easy best designing option,5,33
Canva,Software,Perfect for Beginners,"""It is a fantastic tool for beginners. I have successfully created 10 designs here, and the templates are very helpful.""",5,"August 2, 2026",6a71bce0e91716e62524099b,Kamil,Positive,120,1,fantastic tool beginners successfully created 10 designs templates helpful,9,74
Canva,Software,Really nice experience I have had with…,Really nice experience I have had with using canva.great elements to use it works as the biggest part of my digital product business 👌,5,"August 3, 2026",6a71876f9f3a806a8b79662c,Joan,Positive,134,1,really nice experience using canva great elements use works biggest part digital product business,14,97
Canva,Software,Account Recovery,"Stephanie, from Canva support, was very helpful and prompt with helping me to recover my account. I’m very grateful and this makes me want to keep using Canva.",5,"August 3, 2026",6a71813a6ba985204b8ded0d,gillian,Positive,159,1,stephanie canva support helpful prompt helping recover account grateful makes want keep using canva,14,99
Canva,Software,Good app,"That it is a free app, is great!! For me, the app is very difficult to use. I'm very confused with what I want to do...while I try to figure out how to use it, It is very useful for people who know what is needed and not so confused.",4,"August 2, 2026",6a7179a64cc61d14b5b45a0e,Pam,Positive,233,1,free app great app difficult use confused want try figure use useful people know needed not confused,17,100
Canva,Software,They gave me a coupon to reorder my…,They gave me a coupon to reorder my invitations on them🥹🥹 I love this app so much,5,"August 3, 2026",6a716838020872dfcb2a2a6c,Elizabeth r Camacho,Positive,81,1,gave coupon reorder invitations love app much,7,45
Canva,Software,Lost all my work 'there was an issue on our end' when loading.,"It was great to start off with, then when I went to edit something it kept saying ""there was an issue on our end"" and so I had no access to the things I was working on, over various days with different intenet connections. Basically I lost all my work and all the time I spent on it, had to restart everything and lost so much time.",1,"August 4, 2026",6a71410ec66e0a200ac6c01c,caitlyn,Negative,332,-1,great start went edit something kept saying issue end no access things working various days different intenet connections basically lost work time spent restart everything lost much time,28,186
Canva,Software,We have had a Canva account for years,"We have had a Canva account for years. I had to change the email and credit card associated with the account when someone retired. Instead of was able to do this online. However, Can a has continued to charge the old credit card for several months now. I have found no way to contact a live person to resolve the issue. The chatbot/AI assistant is no help at all. I have spent several hours over the past 2 months to resolve. It is maddening.",1,"August 3, 2026",6a7128437618972dceb09fc9,Pamela Gardner,Negative,442,-1,canva account years change email credit card associated account someone retired instead able online however continued charge old credit card several months found no way contact live person resolve issue chatbot ai assistant no help spent several hours past 2 months resolve maddening,43,283
Canva,Software,Good job; fast turnaround,Able to pick up at FedEx the next Ray after placing the order. There was a small error but they reprinted at no cost. Good job!,5,"August 1, 2026",6a71157dab60b2de5da3d845,Linda White,Positive,127,1,able pick fedex next ray placing order small error reprinted no cost good job,14,77
Canva,Software,They ignored me,They ignored me,1,"July 30, 2026",6a70f180161fc64925250349,Elle Spangler,Negative,15,-1,ignored,1,7
Canva,Software,I am technology challenged and ADHD so…,"I am technology challenged and ADHD so I had to be coached a bit to create the buttons I wanted, but that said the program seemed pretty user friendly. I really enjoyed using it.",4,"August 2, 2026",6a70ee01a333d5202489ed9b,"Vickers,joseph",Positive,178,1,technology challenged adhd coached bit create buttons wanted said program seemed pretty user friendly really enjoyed using,17,122
Canva,Software,Enhancing my Bible studies,The platform is allowing me to take my lesson plans to the next level with engaging dialogue and graphics that hold the attention of the audience.,4,"August 3, 2026",6a70eb454654d32614d3276a,Peter,Positive,146,1,platform allowing take lesson plans next level engaging dialogue graphics hold attention audience,13,97
Canva,Software,I was a publisher user but with it…,"I was a publisher user but with it going away I needed a user friendly program to design with for the church.
There are functions that aren’t as easy to preform, but I think it just that I haven’t gotten the hang of operating in Canva, yet. I am delighted with the ease of most functions and the many options I have yet to uncover.",4,"August 3, 2026",6a70eb3fc1c85b929eff8610,Faith,Positive,331,1,publisher user going away needed user friendly program design church functions easy preform think gotten hang operating canva yet delighted ease functions many options yet uncover,26,179
Canva,Software,Refund received on a timely manner,Responded promptly and efficiently.,5,"July 31, 2026",6a70dd67f920d6eea6c5da34,Next Near Far LLC,Positive,35,1,responded promptly efficiently,3,30
Canva,Software,Re-sent Order to My New Address,My order was originally sent to my old address and I didn’t catch it before the order shipped. Canva backed me 100% and sent out a replacement order to my new address and it arrived in time for my conference!,5,"July 29, 2026",6a70cff27ef35f5703463003,Dana Singleton,Positive,208,1,order originally sent old address catch order shipped canva backed 100 sent replacement order new address arrived time conference,19,129
Canva,Software,All of the materials that are shared to…,All of the materials that are shared to all teacher and out off duty too!,5,"August 2, 2026",6a70ceb39cfd629dae1cf6a7,Tania,Positive,73,1,materials shared teacher duty,4,29
Canva,Software,excellent across the board,"easy to use, great templates, wonderful idea-starters",5,"August 3, 2026",6a70ac49d78782095b798708,C. Foth-Regner,Positive,53,1,easy use great templates wonderful idea starters,7,48
Canva,Software,It was awesome,It was awesome. I wish there more free features.,5,"July 30, 2026",6a70aa3036d20d585955484a,Saba,Positive,48,1,awesome wish free features,4,26
